title,link,snip,sjr,impact factor,5 year impact factor
Archivos de Bronconeumología,http://www.journals.elsevier.com/archivos-de-bronconeumologia/,0.588,0.432,1.823,1.547
Archivos de Bronconeumología (English Edition),http://www.journals.elsevier.com/archivos-de-bronconeumologia-english-edition/,0.0,0.0,0.0,0.0
Archivos de Cardiología de México,http://www.journals.elsevier.com/archivos-de-cardiologia-de-mexico/,0.0,0.0,0.0,0.0
Archivos de la Sociedad Española de Oftalmología,http://www.journals.elsevier.com/archivos-de-la-sociedad-espanola-de-oftalmologia/,0.0,0.0,0.0,0.0
Archivos de la Sociedad Española de Oftalmología (English Edition),http://www.journals.elsevier.com/archivos-de-la-sociedad-espanola-de-oftalmologia-english-edition/,0.0,0.0,0.0,0.0
Artery Research,http://www.journals.elsevier.com/artery-research/,0.0,0.0,0.0,0.0
Arthritis and Rheumatism (Section 31 EMBASE),/journals/arthritis-and-rheumatism-section-31-embase/0014-4355,0.0,0.0,0.0,0.0
Arthroplasty Today,http://www.journals.elsevier.com/arthroplasty-today/,0.0,0.0,0.0,0.0
Arthropod Structure & Development,http://www.journals.elsevier.com/arthropod-structure-and-development/,0.938,0.879,1.650,2.035
Arthropod Structure & Development with Insect Biochemistry and Molecular Biology and Journal of Insect Physiology (Combined Subscription),/journals/arthropod-structure-and-development-with-insect-biochemistry-and-molecular-biology-and-journal-of-insect-physiology-combined-subscription/fs00-0394,0.0,0.0,0.0,0.0
Arthroscopy Techniques,http://www.journals.elsevier.com/arthroscopy-techniques/,0.0,0.0,0.0,0.0
Arthroscopy: The Journal of Arthroscopy and Related Surgery,http://www.journals.elsevier.com/arthroscopy-the-journal-of-arthroscopy-and-related-surgery/,1.574,2.192,3.206,3.410
Artificial Intelligence,http://www.journals.elsevier.com/artificial-intelligence/,5.192,3.263,3.371,3.726
Artificial Intelligence in Medicine,http://www.journals.elsevier.com/artificial-intelligence-in-medicine/,1.869,0.915,2.019,2.037
Asian Journal of Oral and Maxillofacial Surgery,/journals/asian-journal-of-oral-and-maxillofacial-surgery/0915-6992,0.0,0.0,0.0,0.0
Asian Journal of Pharmaceutical Sciences,http://www.journals.elsevier.com/asian-journal-of-pharmaceutical-sciences/,0.0,0.0,0.0,0.0
Asian Journal of Psychiatry,http://www.journals.elsevier.com/asian-journal-of-psychiatry/,0.0,0.0,0.0,0.0
Asian Journal of Surgery,http://www.journals.elsevier.com/asian-journal-of-surgery/,0.591,0.317,0.906,0.910
Asian Journal of Urology,http://www.journals.elsevier.com/asian-journal-of-urology/,0.0,0.0,0.0,0.0
Asian Nursing Research,http://www.journals.elsevier.com/asian-nursing-research/,0.545,0.217,1.000,0.770
Asian Pacific Journal of Reproduction,http://www.journals.elsevier.com/asian-pacific-journal-of-reproduction/,0.0,0.0,0.0,0.0
Asian Pacific Journal of Tropical Biomedicine,http://www.journals.elsevier.com/asian-pacific-journal-of-tropical-biomedicine/,0.0,0.0,0.0,0.0
Asian Pacific Journal of Tropical Disease,http://www.journals.elsevier.com/asian-pacific-journal-of-tropical-disease/,0.0,0.0,0.0,0.0
Asian Pacific Journal of Tropical Medicine,http://www.journals.elsevier.com/asian-pacific-journal-of-tropical-medicine/,0.821,0.452,1.062,0.826
"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",http://www.journals.elsevier.com/asia-pacific-journal-of-sports-medicine-arthroscopy-rehabilitation-and-technology/,0.0,0.0,0.0,0.0
Asia Pacific Management Review,http://www.journals.elsevier.com/asia-pacific-management-review/,0.0,0.0,0.0,0.0
Assessing Writing,http://www.journals.elsevier.com/assessing-writing/,0.0,0.0,0.0,0.0
Asthma Magazine,/journals/asthma-magazine/1088-0712,0.0,0.0,0.0,0.0
Astronomy and Astrophysics Package,/journals/astronomy-and-astrophysics-package/fs00-5460,0.0,0.0,0.0,0.0
Astronomy and Computing,http://www.journals.elsevier.com/astronomy-and-computing/,0.0,0.0,0.0,0.0
Astroparticle Physics,http://www.journals.elsevier.com/astroparticle-physics/,1.788,2.077,3.584,3.103
Atención Primaria,http://www.journals.elsevier.com/atencion-primaria/,0.583,0.238,0.953,0.740
Atherosclerosis,http://www.journals.elsevier.com/atherosclerosis/,1.335,1.529,3.994,4.013
Atherosclerosis Supplements,http://www.journals.elsevier.com/atherosclerosis-supplements/,0.917,0.883,2.293,2.376
Atlas of The Oral and Maxillofacial Surgery Clinics of North America,/journals/atlas-of-the-oral-and-maxillofacial-surgery-clinics-of-north-america/1061-3315,0.0,0.0,0.0,0.0
Atmósfera,http://www.journals.elsevier.com/atmosfera/,0.607,0.378,0.877,0.850
Atmospheric Environment,http://www.journals.elsevier.com/atmospheric-environment/,1.537,1.431,3.281,3.780
Atmospheric Pollution Research,http://www.journals.elsevier.com/atmospheric-pollution-research/,0.0,0.0,0.0,0.0
Atmospheric Research,http://www.journals.elsevier.com/atmospheric-research/,1.610,1.232,2.844,2.872
Atomic Data and Nuclear Data Tables,http://www.journals.elsevier.com/atomic-data-and-nuclear-data-tables/,1.710,1.293,2.458,2.254
Aula Abierta,http://www.journals.elsevier.com/aula-abierta/,0.0,0.0,0.0,0.0
Auris Nasus Larynx,http://www.journals.elsevier.com/auris-nasus-larynx/,1.118,0.668,1.135,1.041
Australasian Marketing Journal,http://www.journals.elsevier.com/australasian-marketing-journal/,0.0,0.0,0.0,0.0
Australian Critical Care,http://www.journals.elsevier.com/australian-critical-care/,1.076,0.486,1.562,1.358
Autoimmunity Reviews,http://www.journals.elsevier.com/autoimmunity-reviews/,2.231,1.530,7.933,5.959
Automatica,http://www.journals.elsevier.com/automatica/,2.566,2.994,3.020,4.363
Automatica with Control Engineering Practice (Combined Subscription),/journals/automatica-with-control-engineering-practice-combined-subscription/fs00-0323,0.0,0.0,0.0,0.0
Automation in Construction,http://www.journals.elsevier.com/automation-in-construction/,2.519,1.572,1.812,2.414
Autonomic Neuroscience: Basic and Clinical,http://www.journals.elsevier.com/autonomic-neuroscience-basic-and-clinical/,0.622,0.571,1.562,1.729
Avances en Diabetología,http://www.journals.elsevier.com/avances-en-diabetologia/,0.0,0.0,0.0,0.0
Basal Ganglia,http://www.journals.elsevier.com/basal-ganglia/,0.0,0.0,0.0,0.0
Basic and Applied Ecology,http://www.journals.elsevier.com/basic-and-applied-ecology/,0.822,0.999,1.942,2.699
BBA Biochimica et Biophysica Acta,/journals/bba-biochimica-et-biophysica-acta/fs00-0253,0.0,0.0,0.0,0.0
BBA Bioenergetics,http://www.journals.elsevier.com/bba-bioenergetics/,1.358,2.113,5.353,5.132
BBA Biomembranes,http://www.journals.elsevier.com/bba-biomembranes/,1.051,1.598,3.836,3.881
BBA Clinical,http://www.journals.elsevier.com/bba-clinical/,0.0,0.0,0.0,0.0
BBA General Subjects,http://www.journals.elsevier.com/bba-general-subjects/,1.217,1.525,4.381,4.555
BBA Gene Regulatory Mechanisms,http://www.journals.elsevier.com/bba-gene-regulatory-mechanisms/,1.241,3.753,6.332,5.661
BBA - Gene Structure and Expression,/journals/bba-gene-structure-and-expression/0167-4781,0.0,0.0,0.0,0.0
BBA Molecular and Cell Biology of Lipids,http://www.journals.elsevier.com/bba-molecular-and-cell-biology-of-lipids/,1.218,2.050,5.162,4.904
BBA Molecular Basis of Disease,http://www.journals.elsevier.com/bba-molecular-basis-of-disease/,1.217,1.988,4.882,4.969
BBA Molecular Cell Research,http://www.journals.elsevier.com/bba-molecular-cell-research/,1.221,2.523,5.019,5.203
BBA Proteins and Proteomics,http://www.journals.elsevier.com/bba-proteins-and-proteomics/,0.823,1.160,2.747,3.127
BBA Reviews on Cancer,http://www.journals.elsevier.com/bba-reviews-on-cancer/,1.806,2.943,7.845,8.811
Behavior Therapy,http://www.journals.elsevier.com/behavior-therapy/,1.879,1.865,3.694,4.151
Behavioural Brain Research,http://www.journals.elsevier.com/behavioural-brain-research/,0.923,1.376,3.028,3.298
Behavioural Processes,http://www.journals.elsevier.com/behavioural-processes/,0.779,0.691,1.567,1.689
Behaviour Research and Therapy,http://www.journals.elsevier.com/behaviour-research-and-therapy/,1.770,2.208,3.395,4.609
Beni-Suef University Journal of Basic and Applied Sciences,http://www.journals.elsevier.com/beni-suef-university-journal-of-basic-and-applied-sciences/,0.0,0.0,0.0,0.0
Best Practice & Research: Clinical Anaesthesiology,http://www.journals.elsevier.com/best-practice-and-research-clinical-anaesthesiology/,0.0,0.0,0.0,0.0
Best Practice & Research: Clinical Endocrinology & Metabolism,http://www.journals.elsevier.com/best-practice-and-research-clinical-endocrinology-and-metabolism/,1.820,1.539,4.602,5.026
Best Practice & Research: Clinical Gastroenterology,http://www.journals.elsevier.com/best-practice-and-research-clinical-gastroenterology/,1.342,1.214,3.478,3.379
Best Practice & Research: Clinical Haematology,http://www.journals.elsevier.com/best-practice-and-research-clinical-haematology/,0.835,0.825,2.120,2.423
Best Practice & Research: Clinical Obstetrics & Gynaecology,http://www.journals.elsevier.com/best-practice-and-research-clinical-obstetrics-and-gynaecology/,1.456,0.959,1.919,2.361
Best Practice & Research: Clinical Rheumatology,http://www.journals.elsevier.com/best-practice-and-research-clinical-rheumatology/,1.650,0.876,2.603,3.566
Big Data Research,http://www.journals.elsevier.com/big-data-research/,0.0,0.0,0.0,0.0
Bioactive Carbohydrates and Dietary Fibre,http://www.journals.elsevier.com/bioactive-carbohydrates-and-dietary-fibre/,0.0,0.0,0.0,0.0
Biocatalysis and Agricultural Biotechnology,http://www.journals.elsevier.com/biocatalysis-and-agricultural-biotechnology/,0.0,0.0,0.0,0.0
Biochemical and Biophysical Research Communications,http://www.journals.elsevier.com/biochemical-and-biophysical-research-communications/,0.676,1.006,2.297,2.382
Biochemical Engineering Journal,http://www.journals.elsevier.com/biochemical-engineering-journal/,1.162,0.977,2.467,2.989
Biochemical Pharmacology,http://www.journals.elsevier.com/biochemical-pharmacology/,1.299,1.769,5.009,4.689
Biochemical Systematics and Ecology,http://www.journals.elsevier.com/biochemical-systematics-and-ecology/,0.788,0.346,0.967,1.131
Biochemistry and Biophysics Reports,http://www.journals.elsevier.com/biochemistry-and-biophysics-reports/,0.0,0.0,0.0,0.0
Biochimie,http://www.journals.elsevier.com/biochimie/,0.991,1.183,2.963,3.124
Biochimie Open,http://www.journals.elsevier.com/biochimie-open/,0.0,0.0,0.0,0.0
Biocybernetics and Biomedical Engineering,http://www.journals.elsevier.com/biocybernetics-and-biomedical-engineering/,0.270,0.181,0.646,0.484
Bioelectrochemistry,http://www.journals.elsevier.com/bioelectrochemistry/,1.298,1.028,4.172,3.854
Biological Conservation,http://www.journals.elsevier.com/biological-conservation/,1.723,2.174,3.762,4.697
Biological Control,http://www.journals.elsevier.com/biological-control/,1.172,0.729,1.635,2.059
Biologically Inspired Cognitive Architectures,http://www.journals.elsevier.com/biologically-inspired-cognitive-architectures/,0.0,0.0,0.0,0.0
Biological Psychiatry,http://www.journals.elsevier.com/biological-psychiatry/,2.165,4.775,10.255,10.359
Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,http://www.journals.elsevier.com/biological-psychiatry-cognitive-neuroscience-and-neuroimaging/,0.0,0.0,0.0,0.0
Biological Psychology,http://www.journals.elsevier.com/biological-psychology/,1.153,1.516,3.403,3.945
Biologicals,http://www.journals.elsevier.com/biologicals/,0.740,0.456,1.209,1.490
Biology of Blood and Marrow Transplantation,http://www.journals.elsevier.com/biology-of-blood-and-marrow-transplantation/,1.120,1.606,3.404,3.615
Biomarkers and Genomic Medicine,http://www.journals.elsevier.com/biomarkers-and-genomic-medicine/,0.0,0.0,0.0,0.0
Biomass & Bioenergy,http://www.journals.elsevier.com/biomass-and-bioenergy/,1.891,1.769,3.394,4.273
Biomaterials,http://www.journals.elsevier.com/biomaterials/,2.059,2.937,8.557,9.305
Biomedical and Environmental Sciences,http://www.journals.elsevier.com/biomedical-and-environmental-sciences/,0.768,0.555,1.653,1.691
Biomedical Signal Processing and Control,http://www.journals.elsevier.com/biomedical-signal-processing-and-control/,1.233,0.464,1.419,1.376
Biomedicine & Aging Pathology,/journals/biomedicine-and-aging-pathology/2210-5220,0.0,0.0,0.0,0.0
Biomedicine & Pharmacotherapy,http://www.journals.elsevier.com/biomedicine-and-pharmacotherapy/,0.754,0.686,2.023,2.080
Biomedicine & Pharmacotherapy,http://www.journals.elsevier.com/biomedicine-and-pharmacotherapy/,0.754,0.686,2.023,2.080
Biomedicine & Preventive Nutrition,/journals/biomedicine-and-preventive-nutrition/2210-5239,0.0,0.0,0.0,0.0
Biometric Technology Today,http://www.journals.elsevier.com/biometric-technology-today/,0.0,0.0,0.0,0.0
Biomolecular Detection and Quantification,http://www.journals.elsevier.com/biomolecular-detection-and-quantification/,0.0,0.0,0.0,0.0
Bioorganic & Medicinal Chemistry,http://www.journals.elsevier.com/bioorganic-and-medicinal-chemistry/,1.053,0.874,2.793,2.970
Bioorganic & Medicinal Chemistry Letters,http://www.journals.elsevier.com/bioorganic-and-medicinal-chemistry-letters/,0.859,0.821,2.420,2.317
Bioorganic & Medicinal Chemistry Letters with Tetrahedron Letters (Combined Subscription),/journals/bioorganic-and-medicinal-chemistry-letters-with-tetrahedron-letters-combined-subscription/fs00-0107,0.0,0.0,0.0,0.0
Bioorganic & Medicinal Chemistry with Bioorganic & Medicinal Chemistry Letters (Combined Subscription),/journals/bioorganic-and-medicinal-chemistry-with-bioorganic-and-medicinal-chemistry-letters-combined-subscription/fs00-0131,0.0,0.0,0.0,0.0
Bioorganic Chemistry,http://www.journals.elsevier.com/bioorganic-chemistry/,0.794,0.663,2.152,1.839
Biophysical Chemistry,http://www.journals.elsevier.com/biophysical-chemistry/,0.786,0.850,1.986,2.002
Biophysical Journal,http://www.journals.elsevier.com/biophysical-journal/,1.103,1.894,3.972,3.874
"Biophysics, Bioengineering and Medical Instrumentation (Section 27 EMBASE)",/journals/biophysics-bioengineering-and-medical-instrumentation-section-27-embase/0014-4312,0.0,0.0,0.0,0.0
Bioresource Technology,http://www.journals.elsevier.com/bioresource-technology/,2.013,2.199,4.494,5.330
Bioscience Hypotheses,/journals/bioscience-hypotheses/1756-2392,0.0,0.0,0.0,0.0
Biosensors and Bioelectronics,http://www.journals.elsevier.com/biosensors-and-bioelectronics/,1.682,1.866,6.409,6.045
Biosurface and Biotribology,http://www.journals.elsevier.com/biosurface-and-biotribology/,0.0,0.0,0.0,0.0
BioSystems,http://www.journals.elsevier.com/biosystems/,0.833,0.534,1.548,1.733
Biosystems Engineering,http://www.journals.elsevier.com/biosystems-engineering/,1.650,0.821,1.619,1.960
Biotechnology Advances,http://www.journals.elsevier.com/biotechnology-advances/,3.485,2.619,9.015,11.885
Biotechnology Reports,http://www.journals.elsevier.com/biotechnology-reports/,0.0,0.0,0.0,0.0
Biotribology,http://www.journals.elsevier.com/biotribology/,0.0,0.0,0.0,0.0
"Blood Cells, Molecules and Diseases",http://www.journals.elsevier.com/blood-cells-molecules-and-diseases/,0.945,0.921,2.646,2.303
Blood Reviews,http://www.journals.elsevier.com/blood-reviews/,2.084,2.214,5.565,5.405
Body Image,http://www.journals.elsevier.com/body-image/,1.207,0.944,2.042,2.496
Boletín de AELFA,/journals/boletin-de-aelfa/1137-8174,0.0,0.0,0.0,0.0
Boletín de la Sociedad Española de Cerámica y Vidrio,http://www.journals.elsevier.com/boletin-de-la-sociedad-espanola-de-ceramica-y-vidrio/,0.0,0.0,0.0,0.0
Boletín Médico del Hospital Infantil de México,http://www.journals.elsevier.com/boletin-medico-del-hospital-infantil-de-mexico/,0.0,0.0,0.0,0.0
Boletín Mexicano de Derecho Comparado,http://www.journals.elsevier.com/boletin-mexicano-de-derecho-comparado/,0.0,0.0,0.0,0.0
BONE,http://www.journals.elsevier.com/bone/,1.525,1.469,3.973,4.312
Bone Reports,http://www.journals.elsevier.com/bone-reports/,0.0,0.0,0.0,0.0
Borsa İstanbul Review,http://www.journals.elsevier.com/borsa-istanbul-review/,0.0,0.0,0.0,0.0
Brachytherapy,http://www.journals.elsevier.com/brachytherapy/,1.043,1.155,2.758,2.169
Brain and Cognition,http://www.journals.elsevier.com/brain-and-cognition/,1.001,1.168,2.477,3.335
Brain & Development,http://www.journals.elsevier.com/brain-and-development/,0.945,0.726,1.880,1.888
Brain and Language,http://www.journals.elsevier.com/brain-and-language/,1.058,1.625,3.215,3.637
"Brain, Behavior, and Immunity",http://www.journals.elsevier.com/brain-behavior-and-immunity/,1.328,2.368,5.889,5.895
Brain Research,http://www.journals.elsevier.com/brain-research/,0.899,1.275,2.843,2.988
Brain Research Bulletin,http://www.journals.elsevier.com/brain-research-bulletin/,0.901,1.105,2.718,2.771
Brain Research Combined Subscription,/journals/brain-research-combined-subscription/fs00-0265,0.0,0.0,0.0,0.0
Brain Research Reviews,/journals/brain-research-reviews/0165-0173,0.0,0.0,0.0,0.0
Brazilian Journal of Anesthesiology (English edition),http://www.journals.elsevier.com/brazilian-journal-of-anesthesiology-english-edition/,0.0,0.0,0.0,0.0
Brazilian Journal of Infectious Diseases,http://www.journals.elsevier.com/brazilian-journal-of-infectious-diseases/,0.681,0.495,1.299,1.243
